1,61,4,878542420
1,189,3,888732928
1,33,4,878542699
1,160,4,875072547
1,20,4,887431883
1,202,5,875072442
1,171,5,889751711
1,265,4,878542441
1,155,2,878542201
1,117,3,874965739
1,47,4,875072125
1,222,4,878873388
1,253,5,874965970
1,113,5,878542738
1,227,4,876892946
1,17,3,875073198
1,90,4,878542300
1,64,5,875072404
1,92,3,876892425
1,228,5,878543541
1,266,1,885345728
1,121,4,875071823
1,114,5,875072173
1,132,4,878542889
1,74,1,889751736
1,134,4,875073067
1,98,4,875072404
1,186,4,875073128
1,221,5,887431921
1,84,4,875072923
1,31,3,875072144
1,70,3,875072895
1,60,5,875072370
1,177,5,876892701
1,27,2,876892946
1,260,1,875071713
1,145,2,875073067
1,174,5,875073198
1,159,3,875073180
1,82,5,878542589
1,56,4,875072716
1,272,3,887431647
1,80,4,876893008
1,229,4,878542075
1,140,1,878543133
1,225,2,878542738
1,235,5,875071589
1,120,1,875241637
1,125,3,878542960
1,215,3,876893145
1,6,5,887431973
1,104,1,875241619
1,49,3,878542478
1,206,4,876893205
1,76,4,878543176
1,72,4,878542678
1,185,4,875072631
1,96,5,875072716
1,213,2,876892896
1,233,2,878542552
1,258,5,878873389
1,81,5,875072865
1,78,1,878543176
1,212,4,875072895
1,143,1,875072631
1,151,4,875072865
1,51,4,878543275
1,175,5,875072547
1,107,4,875241619
1,218,3,876892856
1,209,4,888732908
1,259,1,875692979
1,108,5,875240920
1,262,3,875071421
1,12,5,878542960
1,14,5,874965706
1,97,3,875073128
1,44,5,878543541
1,53,3,876893206
1,163,4,875072442
1,210,4,878542909
1,184,4,875072956
1,157,4,876892918
1,201,3,878542960
1,150,5,876892196
1,183,5,875072262
1,248,4,874965954
1,208,5,878542960
1,128,4,875072573
1,242,5,889751633
1,148,2,875240799
1,112,1,878542441
1,193,4,876892654
1,264,2,875071713
1,219,1,878542327
1,232,3,878543196
1,236,4,875071898
1,252,2,875240677
1,200,3,876893098
1,180,3,875072573
1,250,4,874965706
1,85,3,875073180
1,91,5,876892636
1,10,3,875693118
1,254,1,878541392
1,129,5,887431908
1,241,4,878543133
1,130,3,875072002
1,255,2,885345822
1,103,1,878542845
1,118,3,875071927
1,54,3,878543308
1,267,4,875692955
1,24,3,875071713
1,86,5,878543541
1,196,5,874965677
1,39,4,875072173
1,164,3,876893171
1,230,4,878542420
1,36,2,875073180
1,23,4,875072895
1,224,5,875071484
1,73,3,876892774
1,67,3,876893054
1,65,4,875072125
1,190,5,875072125
1,100,5,878543541
1,226,3,878543176
1,243,1,875241390
1,154,5,878543541
1,214,4,875072520
1,161,4,875072303
1,62,3,878542282
1,188,3,875073128
1,102,2,889751736
1,69,3,875072262
1,170,5,876892856
1,38,3,878543075
1,9,5,878543541
1,246,5,874965905
1,22,4,875072404
1,21,1,878542772
1,179,3,875072370
1,187,4,874965678
1,135,4,875072404
1,68,4,875072688
1,146,4,875071561
1,176,5,876892468
1,166,5,874965677
1,138,1,878543006
1,247,1,875241619
1,89,5,875072484
1,2,3,876893171
1,30,3,878542515
1,63,2,878543196
1,249,4,874965970
1,269,5,877482427
1,32,5,888732909
1,141,3,878542608
1,211,3,878541970
1,40,3,876893230
1,270,5,888732827
1,133,4,876892818
1,239,4,878542845
1,194,4,876892743
1,256,4,889751712
1,220,3,875241390
1,93,5,875071484
1,8,1,875072484
1,205,3,878542909
1,234,4,876892355
1,105,2,875240739
1,147,3,875240993
1,99,3,875072547
1,1,5,874965758
1,197,5,875072956
1,173,5,878541803
1,75,4,878543238
1,268,5,875692927
1,34,2,878542869
1,144,4,875073180
1,271,2,887431672
1,119,5,876893098
1,26,3,875072442
1,158,3,878542699
1,37,2,878543030
1,181,5,874965739
1,136,3,876893206
1,257,4,874965954
1,237,2,875071749
1,131,1,878542552
1,109,5,874965739
1,182,4,875072520
1,71,3,876892425
1,223,5,876892918
1,46,4,876893230
1,169,5,878543541
1,41,2,876892818
1,162,4,878542420
1,110,1,878542845
1,66,4,878543030
1,77,4,876893205
1,199,4,875072262
1,57,5,878542459
1,50,5,874965954
1,192,4,875072547
1,178,5,878543541
1,5,3,889751712
1,87,5,878543541
1,238,4,875072235
1,156,4,874965556
1,106,4,875241390
1,167,2,878542383
1,115,5,878541637
1,11,2,875072262
1,245,2,875071713
1,35,1,878542420
1,137,5,875071541
1,127,5,874965706
1,16,5,878543541
1,79,4,875072865
1,261,1,875692992
1,45,5,875241687
1,48,5,875072520
1,25,4,875071805
1,251,4,875071843
1,195,5,876892855
1,153,3,876893230
1,101,2,878542845
1,168,5,874965478
1,123,4,875071541
1,191,5,875072956
1,4,3,876893119
1,263,1,875693007
1,203,4,878542231
1,55,5,875072688
1,42,5,876892425
1,139,3,878543216
1,240,3,875071898
1,7,4,875071561
1,149,2,878542791
1,43,4,878542869
1,165,5,874965518
1,116,3,878542960
1,198,5,878542717
1,124,5,875071484
1,95,4,875072303
1,217,3,876892676
1,58,4,878542960
1,142,2,878543238
1,216,5,876892701
1,126,2,875071713
1,83,3,875072370
1,231,1,876893031
1,204,5,875072688
1,3,4,878542960
1,207,5,875073067
1,244,2,887431973
1,19,5,875071515
1,29,1,878542869
1,18,4,887432020
1,59,5,876892817
1,15,5,875071608
1,111,5,889751711
1,52,4,875072205
1,88,4,878542791
1,13,5,875071805
1,28,4,875072173
1,172,5,874965478
1,122,3,875241498
1,152,5,878542589
1,94,2,875072956
